Value,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,QA60,NUVEM_SOMBRA,DIFERENCA_DIAS,Parameter,Dominio,Classe
"1,6",260,603,790,838,859,894,937,912,1005,498,1259,1071,0,SHADOW,0,CHL,ANA,2
"1,6",260,603,790,838,859,894,937,912,1005,498,1259,1071,0,SHADOW,0,CHL,ANA,2
"1,6",260,603,790,838,859,894,937,912,1005,498,1259,1071,0,SHADOW,0,CHL,ANA,2
"6,3",1086,1157,1221,1198,1261,1114,1131,1108,1078,1062,1082,1074,0,SHADOW,0,CHL,Estados_Unidos,4
15,1123,1189,1328,1259,1329,1301,1313,1182,1296,1341,1177,1074,0,SHADOW,0,CHL,Estados_Unidos,5
"30,3",1086,1157,1221,1198,1261,1114,1131,1108,1078,1062,1082,1074,0,SHADOW,0,CHL,Estados_Unidos,5
"70,144",56,316,580,769,1214,1651,1835,2015,2151,1547,1620,1078,0,CLOUD,0,CHL,Estados_Unidos,6
"1,8",9337,9683,9529,9788,9963,9708,9326,9632,8891,9040,1027,1079,0,NADA,0,CHL,Estados_Unidos,2
"28,7",770,905,1162,1064,1202,958,943,929,840,984,1027,1080,0,SHADOW,0,CHL,Estados_Unidos,5
"6,1",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,4
"8,1",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,4
"16,2",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"19,8",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"21,6",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"25,7",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"26,8",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"27,9",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"28,7",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"29,2",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,5
"32,6",1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,6
36,1397,1200,1397,1310,1401,1220,1269,1097,1247,2048,1166,1083,0,SHADOW,0,CHL,Estados_Unidos,6
"3,4",662,741,962,914,1054,1036,1099,1080,1169,1061,1430,1085,0,SHADOW,0,CHL,Estados_Unidos,3
"3,4",662,741,962,914,1054,1036,1099,1080,1169,1061,1430,1085,0,SHADOW,0,CHL,Estados_Unidos,3
"3,4",662,741,962,914,1054,1036,1099,1080,1169,1061,1430,1085,0,SHADOW,0,CHL,Estados_Unidos,3
"3,4",662,741,962,914,1054,1036,1099,1080,1169,1061,1430,1085,0,SHADOW,0,CHL,Estados_Unidos,3
"19,9",662,741,962,914,1054,1036,1099,1080,1169,1061,1430,1085,0,SHADOW,0,CHL,Estados_Unidos,5
"20,6",662,741,962,914,1054,1036,1099,1080,1169,1061,1430,1085,0,SHADOW,0,CHL,Estados_Unidos,5
"2,2",309,584,789,965,1072,1102,1162,1222,1162,1226,1291,1088,0,SHADOW,0,CHL,Estados_Unidos,2
24,1799,1290,1296,1297,1635,2008,2209,1567,2233,9186,1285,1088,2048,CLOUD,0,CHL,Estados_Unidos,5
"3,4",3111,1918,1484,1564,1890,2085,2220,2350,2371,5157,1501,1090,1024,CIRRUS,0,CHL,Europa,3
"1,07",1356,934,1050,889,1056,1140,1260,736,1305,4482,1087,1101,0,SHADOW,0,CHL,PMQs,1
"1,5",1109,1164,1364,1322,1397,1323,1365,1208,1345,1225,1232,1102,0,SHADOW,0,CHL,Estados_Unidos,1
"15,08",500,611,885,754,1212,1897,2109,2044,2214,2823,1657,1106,0,CLOUD,0,CHL,ANA,5
19,102,249,447,547,797,1022,1146,1300,1398,848,1593,1110,0,SHADOW,0,CHL,Estados_Unidos,5
81,1280,1012,1129,1132,1367,1240,1352,1209,1323,1805,1154,1110,0,SHADOW,0,CHL,Estados_Unidos,6
"0,1",327,303,605,455,1029,1954,2226,2304,2462,2328,1916,1112,0,CLOUD,0,CHL,GemStat,1
"31,24",1164,1488,1644,1411,1571,1291,1339,1222,1243,1086,1252,1112,0,CIRRUS,0,CHL,ANA,5
"14,5",1390,1429,1493,1465,1481,1331,1302,1357,1249,1263,1261,1113,0,SHADOW,0,CHL,Estados_Unidos,5
"2,14",1917,1566,1960,1812,2033,2016,2164,1686,2073,6971,1255,1115,2048,CIRRUS,0,CHL,PMQs,2
"2,14",1917,1566,1960,1812,2033,2016,2164,1686,2073,6971,1255,1115,2048,CIRRUS,0,CHL,PMQs,2
"2,14",1917,1566,1960,1812,2033,2016,2164,1686,2073,6971,1255,1115,2048,CIRRUS,0,CHL,PMQs,2
"9,69",487,498,820,605,1305,2882,3181,3046,3307,2432,1941,1115,0,CLOUD,0,CHL,ANA,4
"2,29",264,412,851,423,1302,3346,3753,3986,3936,3662,2158,1116,0,CLOUD,0,CHL,Estados_Unidos,2
"2,54",264,412,851,423,1302,3346,3753,3986,3936,3662,2158,1116,0,CLOUD,0,CHL,Estados_Unidos,2
1,385,380,553,537,1018,1952,2248,2423,2579,2469,1881,1117,0,CLOUD,0,CHL,Europa,1
"6,42",416,425,589,470,922,2089,2582,2710,3008,3158,1826,1118,0,CLOUD,0,CHL,ANA,4
"1,07",1795,1868,1959,1601,1720,1640,1574,1809,1515,5034,1438,1119,2048,CLEAR,0,CHL,PMQs,1
"1,07",1795,1868,1959,1601,1720,1640,1574,1809,1515,5034,1438,1119,2048,CLEAR,0,CHL,PMQs,1
"3,8",2171,1890,1829,1620,1738,1956,2056,2206,2145,4003,1231,1121,2048,CIRRUS,0,CHL,GemStat,3
"3,4",2114,2177,2121,1799,1891,2110,2155,2504,2191,3954,1276,1122,2048,CIRRUS,0,CHL,GemStat,3
"1,07",719,1026,1391,1330,1835,3175,3557,3616,3676,2932,2029,1123,0,CLOUD,0,CHL,Cetesb,1
"39,974",171,450,695,818,1202,1894,2130,2414,2386,1949,1787,1123,0,CLOUD,0,CHL,Estados_Unidos,6
"1,07",1898,1700,1881,1687,1762,1594,1629,1398,1585,4318,1290,1124,1024,SHADOW,0,CHL,PMQs,1
"2,14",1898,1700,1881,1687,1762,1594,1629,1398,1585,4318,1290,1124,1024,SHADOW,0,CHL,PMQs,2
"3,2",1898,1700,1881,1687,1762,1594,1629,1398,1585,4318,1290,1124,1024,SHADOW,0,CHL,PMQs,3
"3,2",1898,1700,1881,1687,1762,1594,1629,1398,1585,4318,1290,1124,1024,SHADOW,0,CHL,PMQs,3
"15,3",1339,1307,1247,1167,1247,1251,1238,1406,1282,1687,1338,1125,0,SHADOW,0,CHL,Estados_Unidos,5
"2,37",1458,1490,1769,1604,1568,1350,1366,1180,1319,1342,1239,1129,0,CIRRUS,0,CHL,Estados_Unidos,2
27,315,424,667,551,1141,2625,3052,3253,3356,2930,2024,1131,0,CLOUD,0,CHL,Estados_Unidos,5
"3,53",292,310,596,448,1076,2397,2738,2759,3024,3081,2183,1132,0,CLOUD,0,CHL,ANA,3
"3,53",292,310,596,448,1076,2397,2738,2759,3024,3081,2183,1132,0,CLOUD,0,CHL,ANA,3
"3,53",292,310,596,448,1076,2397,2738,2759,3024,3081,2183,1132,0,CLOUD,0,CHL,ANA,3
"10,1",588,462,764,472,1242,3280,3913,4102,4072,3601,2073,1138,0,CLOUD,0,CHL,Estados_Unidos,4
"3,9",547,746,1038,990,1330,1777,1921,2067,1986,2012,1710,1139,0,CIRRUS,0,CHL,Estados_Unidos,3
"1,07",1641,1325,1470,1248,1442,1540,1633,1488,1688,4215,1295,1143,2048,CIRRUS,0,CHL,PMQs,1
"2,14",1641,1325,1470,1248,1442,1540,1633,1488,1688,4215,1295,1143,2048,CIRRUS,0,CHL,PMQs,2
"2,14",1641,1325,1470,1248,1442,1540,1633,1488,1688,4215,1295,1143,2048,CIRRUS,0,CHL,PMQs,2
"3,2",1641,1325,1470,1248,1442,1540,1633,1488,1688,4215,1295,1143,2048,CIRRUS,0,CHL,PMQs,3
"2,78",1,250,400,446,713,1294,1492,1673,1702,1563,1723,1144,0,CLOUD,0,CHL,Europa,2
"5,6",1168,1264,1508,1319,1570,1839,1948,1977,2019,2447,1613,1162,0,CIRRUS,0,CHL,Estados_Unidos,4
15,977,917,938,910,1016,1142,1178,1251,1200,2525,1092,1166,0,SHADOW,0,CHL,Europa,5
"1,1",70,627,859,1077,1181,1302,1350,1397,1390,1109,1405,1167,0,SHADOW,0,CHL,Estados_Unidos,1
"0,1",172,296,478,640,881,1312,1463,1539,1632,1592,1772,1170,0,SHADOW,0,CHL,GemStat,1
"1,65",2531,2543,2110,1714,1807,2010,2059,3061,1928,6047,1708,1173,0,CIRRUS,0,CHL,Estados_Unidos,2
"4,98",1391,1564,1589,1528,1555,1464,1439,1526,1426,1454,1378,1174,0,SHADOW,0,CHL,Estados_Unidos,3
"1,07",1781,1701,1897,1704,1927,1897,1809,1664,1582,6410,1699,1176,1024,SHADOW,0,CHL,PMQs,1
1,1031,831,970,785,1209,2362,2783,2526,2971,2939,1728,1179,0,CLOUD,0,CHL,Cetesb,1
"3,5",1498,1561,1494,1446,1601,1685,1728,2008,1813,2282,1876,1181,0,CIRRUS,0,CHL,Europa,3
"2,14",2328,2174,2398,2072,2279,2211,2191,2066,2157,10308,1370,1182,2048,CIRRUS,0,CHL,PMQs,2
"4,014",6328,6075,6049,6206,6271,6077,5698,6048,5456,5297,1101,1186,1024,NADA,0,CHL,Europa,3
"35,508",710,709,875,830,1128,1918,2407,2508,2533,2366,1545,1196,0,CLOUD,0,CHL,Estados_Unidos,6
"49,95",384,632,839,723,1129,2231,2712,2603,2680,3071,1730,1207,0,CLOUD,0,CHL,Estados_Unidos,6
"3,83",1478,1682,1675,1526,1617,1414,1437,1412,1375,1053,1349,1223,0,SHADOW,0,CHL,ANA,3
"4,6",3708,3853,3749,3703,3909,3991,3929,4354,3872,3286,1373,1223,0,NADA,0,CHL,Europa,3
"2,7",2352,2175,2283,2021,2167,2357,2359,2569,2372,4294,1485,1224,2048,CIRRUS,0,CHL,GemStat,2
"1,01",10205,10117,9771,9971,10170,9826,9522,9906,9215,9191,1139,1228,0,NADA,0,CHL,Estados_Unidos,1
"1,8",1204,1041,941,895,918,928,913,1036,928,1578,1009,1234,0,SHADOW,0,CHL,Europa,2
"10,7",1406,1492,1838,1573,1616,1349,1381,1130,1358,1183,1236,1235,0,CIRRUS,0,CHL,Estados_Unidos,4
"13,6",1558,1753,2075,1886,1915,1440,1437,1302,1355,1179,1348,1235,0,CIRRUS,0,CHL,Estados_Unidos,5
"32,1",293,399,636,597,1055,1951,2215,2223,2452,2351,2115,1238,0,CLOUD,0,CHL,Estados_Unidos,5
"706,47998",393,1632,1294,1144,1148,1131,1092,2139,1132,1340,2041,1241,0,SHADOW,0,CHL,ANA,6
"0,01",1976,1630,1688,1423,1887,2897,3221,3037,3335,3566,1835,1245,1024,CLOUD,0,CHL,ANA,1
"9,612",1793,2018,1835,1425,1835,3090,3497,4314,3582,4878,2286,1245,0,CLOUD,0,CHL,Estados_Unidos,4
"2,55",1796,1828,1988,1703,1740,1550,1582,1475,1598,3000,1432,1246,2048,CLEAR,0,CHL,Estados_Unidos,2
"2,72",888,673,715,733,846,955,1061,888,1185,1195,1327,1246,0,SHADOW,0,CHL,ANA,2
"8,1",1302,1057,1472,1209,1385,1685,1931,1089,2066,2706,1495,1251,0,CLOUD,0,CHL,Europa,4
12,754,666,836,836,1020,1107,1193,1152,1281,1811,1664,1251,0,SHADOW,0,CHL,Estados_Unidos,5
"4,62",299,423,604,535,1058,2020,2354,2400,2627,1854,1953,1252,0,CLOUD,0,CHL,ANA,3
"0,5",1,745,1034,1206,1311,1484,1496,1872,1632,1116,1650,1260,0,SHADOW,0,CHL,Europa,1
3,5472,5511,5266,5032,5362,5223,5292,5091,5151,14559,1268,1260,1024,NADA,0,CHL,ANA,2
"1,5",527,798,1103,1234,1337,1174,1293,1209,1332,777,1630,1261,0,SHADOW,0,CHL,Estados_Unidos,1
"1,5",527,798,1103,1234,1337,1174,1293,1209,1332,777,1630,1261,0,SHADOW,0,CHL,Estados_Unidos,1
"1,602",1197,1124,1389,1308,1465,1594,1569,1288,1461,2215,1721,1261,0,SHADOW,0,CHL,Estados_Unidos,2
"2,2",527,798,1103,1234,1337,1174,1293,1209,1332,777,1630,1261,0,SHADOW,0,CHL,Estados_Unidos,2
90,509,555,842,632,1212,2347,2590,2742,2734,2658,1873,1261,0,CLOUD,0,CHL,Estados_Unidos,6
"1,07",2915,2839,2631,2149,2226,2058,2074,1984,2030,8052,1266,1263,1024,CIRRUS,0,CHL,PMQs,1
"1,07",2915,2839,2631,2149,2226,2058,2074,1984,2030,8052,1266,1263,1024,CIRRUS,0,CHL,PMQs,1
"2,14",2915,2839,2631,2149,2226,2058,2074,1984,2030,8052,1266,1263,1024,CIRRUS,0,CHL,PMQs,2
"0,9",729,869,961,1048,1168,1239,1222,1147,1339,1856,1515,1266,0,SHADOW,0,CHL,Estados_Unidos,1
"0,9",729,869,961,1048,1168,1239,1222,1147,1339,1856,1515,1266,0,SHADOW,0,CHL,Estados_Unidos,1
11,431,788,980,981,1244,1583,1842,1842,1829,1738,1604,1266,0,CLOUD,0,CHL,Estados_Unidos,5
14,431,788,980,981,1244,1583,1842,1842,1829,1738,1604,1266,0,CLOUD,0,CHL,Estados_Unidos,5
"0,6",7432,7160,6208,6822,7471,7397,7280,7347,7040,8406,1184,1275,0,NADA,0,CHL,Europa,1
"27,11",347,611,884,904,1388,2328,2744,2908,2954,2305,1926,1283,0,CLOUD,0,CHL,Estados_Unidos,5
"24,9",1407,1723,2490,2163,2130,1801,1570,1844,1304,2150,2071,1287,0,CIRRUS,0,CHL,Estados_Unidos,5
"27,6",1407,1723,2490,2163,2130,1801,1570,1844,1304,2150,2071,1287,0,CIRRUS,0,CHL,Estados_Unidos,5
"48,7",1407,1723,2490,2163,2130,1801,1570,1844,1304,2150,2071,1287,0,CIRRUS,0,CHL,Estados_Unidos,6
"4,7",672,544,784,634,1205,2598,3033,3073,3313,3594,2048,1290,0,CLOUD,0,CHL,Estados_Unidos,3
"5,03",672,544,784,634,1205,2598,3033,3073,3313,3594,2048,1290,0,CLOUD,0,CHL,Estados_Unidos,3
"5,2",1708,1720,2053,1890,1938,1584,1611,1450,1573,1830,1417,1290,0,CIRRUS,0,CHL,Estados_Unidos,4
"2,46",667,929,1080,1102,1356,1670,1845,1860,1859,1824,1621,1292,2048,CLOUD,0,CHL,Estados_Unidos,2
"2,59",667,929,1080,1102,1356,1670,1845,1860,1859,1824,1621,1292,2048,CLOUD,0,CHL,Estados_Unidos,2
18,1354,1171,1259,1256,1494,1843,1885,1983,1817,3634,1423,1295,0,CIRRUS,0,CHL,Europa,5
"2,14",1304,1193,1370,1187,1307,1346,1407,1222,1415,2051,1439,1300,0,SHADOW,0,CHL,PMQs,2
"3,2",1304,1193,1370,1187,1307,1346,1407,1222,1415,2051,1439,1300,0,SHADOW,0,CHL,PMQs,3
"3,2",1304,1193,1370,1187,1307,1346,1407,1222,1415,2051,1439,1300,0,SHADOW,0,CHL,PMQs,3
"4,27",1304,1193,1370,1187,1307,1346,1407,1222,1415,2051,1439,1300,0,SHADOW,0,CHL,PMQs,3
"8,97",778,761,585,565,846,1328,1476,1088,1630,2346,1634,1314,0,SHADOW,0,CHL,ANA,4
"9,5",308,712,877,1024,1211,1338,1320,1313,1378,801,1545,1314,0,SHADOW,0,CHL,GemStat,4
"1,07",5642,5565,5567,5468,5317,5553,5812,5888,5803,2675,1349,1315,1024,NADA,0,CHL,PMQs,1
"1,07",5642,5565,5567,5468,5317,5553,5812,5888,5803,2675,1349,1315,1024,NADA,0,CHL,PMQs,1
"2,14",5642,5565,5567,5468,5317,5553,5812,5888,5803,2675,1349,1315,1024,NADA,0,CHL,PMQs,2
"3,1",544,695,829,832,1066,1580,1837,1581,1961,1815,1415,1315,0,CLOUD,0,CHL,Europa,3
"10,2",525,713,1056,963,1392,2081,2390,2529,2476,2018,1975,1318,0,CLOUD,0,CHL,Estados_Unidos,4
"279,4",1443,1356,1533,1495,1645,1499,1515,1318,1495,1513,1403,1321,0,SHADOW,0,CHL,Estados_Unidos,6
"6,02",347,444,711,779,958,1095,1209,1325,1322,1908,1684,1330,2048,SHADOW,0,CHL,Estados_Unidos,4
"1,6",722,696,1065,1062,1521,2037,2251,2234,2322,2066,2105,1335,0,CLOUD,0,CHL,Estados_Unidos,2
"5,8",493,673,1040,969,1413,2195,2416,2622,2564,2217,2015,1338,0,CLOUD,0,CHL,Estados_Unidos,4
"0,33",364,452,651,685,1061,1891,2157,2228,2427,2791,2122,1339,0,CLOUD,0,CHL,Europa,1
"0,34",364,452,651,685,1061,1891,2157,2228,2427,2791,2122,1339,0,CLOUD,0,CHL,Europa,1
"1,21",364,452,651,685,1061,1891,2157,2228,2427,2791,2122,1339,0,CLOUD,0,CHL,Europa,1
"1,45",364,452,651,685,1061,1891,2157,2228,2427,2791,2122,1339,0,CLOUD,0,CHL,Europa,1
"2,74",364,452,651,685,1061,1891,2157,2228,2427,2791,2122,1339,0,CLOUD,0,CHL,Europa,2
"10,45",364,452,651,685,1061,1891,2157,2228,2427,2791,2122,1339,0,CLOUD,0,CHL,Europa,4
"20,5",353,457,730,520,1109,2884,3369,3571,3640,2977,2220,1339,0,CLOUD,0,CHL,Estados_Unidos,5
"0,25",301,461,609,626,981,1836,2139,2250,2362,2315,1944,1342,0,CLOUD,0,CHL,Europa,1
"1,25",301,461,609,626,981,1836,2139,2250,2362,2315,1944,1342,0,CLOUD,0,CHL,Europa,1
"2,91",301,461,609,626,981,1836,2139,2250,2362,2315,1944,1342,0,CLOUD,0,CHL,Europa,2
"4,52",301,461,609,626,981,1836,2139,2250,2362,2315,1944,1342,0,CLOUD,0,CHL,Europa,3
"4,78",301,461,609,626,981,1836,2139,2250,2362,2315,1944,1342,0,CLOUD,0,CHL,Europa,3
"8,5",1000,686,881,703,793,694,771,751,936,2174,1745,1342,0,SHADOW,0,CHL,Estados_Unidos,4
"1,07",3446,2344,2334,2120,2240,2358,2501,2232,2508,4239,1869,1344,1024,CIRRUS,0,CHL,PMQs,1
"2,14",3446,2344,2334,2120,2240,2358,2501,2232,2508,4239,1869,1344,1024,CIRRUS,0,CHL,PMQs,2
"3,6",812,1020,1079,1004,1117,1302,1421,1668,1524,2189,1723,1344,2048,SHADOW,0,CHL,Estados_Unidos,3
"3,6",812,1020,1079,1004,1117,1302,1421,1668,1524,2189,1723,1344,2048,SHADOW,0,CHL,Estados_Unidos,3
"5,6",1216,1381,1473,1441,1546,1592,1668,1538,1700,2175,1464,1348,0,CIRRUS,0,CHL,Estados_Unidos,4
"1,8",283,480,748,686,1231,2344,2603,2786,2785,2479,2229,1349,0,CLOUD,0,CHL,Estados_Unidos,2
"11,175",693,781,956,1016,1221,1614,1748,1796,1839,2265,1654,1363,0,CIRRUS,0,CHL,Estados_Unidos,5
"29,6",180,896,1212,1301,1585,1980,2177,2429,2364,1493,2109,1365,0,CLOUD,0,CHL,Estados_Unidos,5
"1,7",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
"1,8",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
"1,8",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
"1,8",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
"1,9",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
"1,9",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
2,1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,2
"3,5",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,3
"3,7",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,3
"4,7",1894,1023,1106,1126,1296,1564,1759,1338,1854,3148,1549,1366,0,CLOUD,0,CHL,Estados_Unidos,3
"5,47",1894,1023,1106,1126,1296,1564,1759,1338,1854,3148,1549,1366,0,CLOUD,0,CHL,Estados_Unidos,4
"5,5",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,4
7,1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,4
7,1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,4
"7,3",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,4
"7,4",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,4
"7,4",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,4
11,1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,5
"12,7",1636,1636,1898,1694,1777,1553,1541,1351,1542,1547,1511,1366,0,CIRRUS,0,CHL,Estados_Unidos,5
"55,24",2072,2004,1783,1449,1657,2009,2077,2614,2166,4889,1915,1366,0,CIRRUS,0,CHL,Cetesb,6
"25,4",395,539,701,765,1080,1459,1708,1741,1872,2076,1888,1367,0,CLOUD,0,CHL,Estados_Unidos,5
"7,4",1516,1656,1911,1686,1714,1536,1551,1441,1546,1716,1559,1369,0,CIRRUS,0,CHL,Estados_Unidos,4
"8,5",1514,1067,1157,1220,1395,1674,1775,1302,1809,2249,1549,1380,0,CIRRUS,0,CHL,Europa,4
"13,7",637,773,904,1007,1141,1267,1352,1384,1437,1267,1729,1385,0,SHADOW,0,CHL,Estados_Unidos,5
"32,9",637,773,904,1007,1141,1267,1352,1384,1437,1267,1729,1385,0,SHADOW,0,CHL,Estados_Unidos,6
"51,3",524,557,666,759,1027,1446,1589,1780,1765,1835,1867,1387,0,CIRRUS,0,CHL,Estados_Unidos,6
48,2056,1883,1815,1687,1845,1802,1853,1888,1894,5362,1564,1389,2048,CIRRUS,0,CHL,ANA,6
"23,389999",2371,2106,2063,1836,2055,2394,2529,2590,2520,2616,1958,1392,1024,CIRRUS,0,CHL,ANA,5
"4,9",974,1112,1269,1203,1344,1457,1555,1618,1616,1501,1689,1399,0,SHADOW,0,CHL,Estados_Unidos,3
"2,14",6437,6527,6505,6400,6231,6385,6584,6754,6561,3166,1438,1400,1024,NADA,0,CHL,PMQs,2
"2,14",6437,6527,6505,6400,6231,6385,6584,6754,6561,3166,1438,1400,1024,NADA,0,CHL,PMQs,2
23,2626,2390,2311,2168,2542,2768,2822,2896,2855,15490,1439,1407,2048,CIRRUS,0,CHL,Estados_Unidos,5
"134,330002",1866,1892,1898,1685,1956,1979,1971,2287,2045,7233,1638,1417,2048,CIRRUS,0,CHL,ANA,6
"0,95",2322,1899,1814,1702,1785,1768,1778,1714,1807,1863,1694,1424,1024,CIRRUS,0,CHL,ANA,1
"1,79",513,489,766,714,1198,2132,2429,2548,2640,3135,2218,1424,0,CLOUD,0,CHL,ANA,2
"8,55",488,732,869,960,1143,1267,1423,1448,1586,1449,1768,1424,0,SHADOW,0,CHL,ANA,4
"9,9",585,660,854,961,1224,1545,1672,1672,1791,2315,1884,1424,2048,CIRRUS,0,CHL,ANA,4
"0,1",3047,2993,2744,2373,2545,2917,2982,3403,3015,5538,1630,1426,2048,CIRRUS,0,CHL,GemStat,1
20,2645,2803,2578,2262,2618,2883,2954,3366,2988,15436,1519,1430,2048,CIRRUS,0,CHL,Estados_Unidos,5
20,2645,2803,2578,2262,2618,2883,2954,3366,2988,15436,1519,1430,2048,CIRRUS,0,CHL,Estados_Unidos,5
28,2645,2803,2578,2262,2618,2883,2954,3366,2988,15436,1519,1430,2048,CIRRUS,0,CHL,Estados_Unidos,5
"0,1",699,608,897,926,1428,2841,3342,3523,3566,2247,2133,1433,0,CLOUD,0,CHL,GemStat,1
"3,74",1614,1857,1756,1519,1901,2689,3011,3188,3127,4522,2088,1434,0,CLOUD,0,CHL,Cetesb,3
"158,059998",1169,1256,1508,1316,1847,2233,2368,2280,2261,3954,2129,1436,2048,CIRRUS,0,CHL,ANA,6
"3,4",793,1233,1154,1123,1327,1630,1723,1999,1798,1621,1632,1437,0,CIRRUS,0,CHL,Europa,3
"1,8",3108,3023,2839,2481,2597,2907,3061,3355,3075,5348,1647,1445,2048,CIRRUS,0,CHL,GemStat,2
"1,07",2067,2956,2976,2692,2935,2680,2268,2979,1751,7398,2377,1448,0,CIRRUS,0,CHL,PMQs,1
"4,8",268,395,495,628,919,1289,1479,1748,1774,1963,2207,1452,0,CLOUD,0,CHL,Europa,3
"23,63",706,698,1014,733,1482,2981,3400,3396,3794,3597,2592,1467,0,CLOUD,0,CHL,Cetesb,5
"37,42",307,440,706,612,1196,2298,2581,2827,2887,2709,2447,1474,0,CLOUD,0,CHL,Cetesb,6
"3,7",1739,929,991,1062,1323,1686,1839,1414,1998,2898,1642,1480,0,CIRRUS,0,CHL,Europa,3
"6,59",994,844,1002,1115,1349,1502,1636,1395,1764,3182,1836,1483,0,CIRRUS,0,CHL,ANA,4
4,6918,6966,7016,6974,6817,6919,7107,7508,7120,4579,1347,1485,1024,NADA,0,CHL,ANA,3
"13,75",1750,1121,1291,1334,1811,2252,2372,1927,2384,6010,1716,1489,2048,CIRRUS,0,CHL,Cetesb,5
"17,355",896,1154,1363,1336,1771,2782,3185,3299,3323,3006,2082,1490,0,CLOUD,0,CHL,Estados_Unidos,5
"26,6",1344,1193,1423,1374,1670,1569,1661,1545,1667,3377,1817,1498,2048,CIRRUS,0,CHL,ANA,5
"3,1",3250,2696,2697,2409,2602,2974,3075,3177,3136,5769,1676,1499,2048,CIRRUS,0,CHL,GemStat,3
"3,6",317,474,564,708,955,1362,1547,1754,1803,1668,2187,1502,0,CLOUD,0,CHL,Europa,3
"0,8",452,513,884,1405,1603,1508,1529,1471,1475,1953,1583,1507,0,SHADOW,0,CHL,Cetesb,1
8,1384,1426,1561,1498,1716,1774,1828,1927,1877,3605,1864,1507,0,CIRRUS,0,CHL,ANA,4
"590,74",485,940,1152,1179,1477,2077,2348,2374,2580,1713,1813,1507,0,CLOUD,0,CHL,Estados_Unidos,6
"3,5",1985,1310,1456,1478,1668,1933,2005,1909,2031,3433,1940,1508,0,CIRRUS,0,CHL,Europa,3
"52,6",853,1888,2442,2202,2487,2232,2076,1913,2152,1557,1661,1508,0,CIRRUS,0,CHL,Estados_Unidos,6
"57,669998",1247,1273,1430,1393,1658,1743,1917,1550,1950,2501,1776,1511,2048,CLOUD,0,CHL,ANA,6
