Value,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,QA60,NUVEM_SOMBRA,DIFERENCA_DIAS,Parameter,Dominio,Classe
"2,71",339,376,578,317,894,2691,3239,3276,3458,3383,1686,785,0,CLOUD,0,CHL,Estados_Unidos,2
"2,77",339,376,578,317,894,2691,3239,3276,3458,3383,1686,785,0,CLOUD,0,CHL,Estados_Unidos,2
"3,79",1010,1107,1344,1093,1132,916,918,861,884,793,893,785,0,CIRRUS,0,CHL,Estados_Unidos,3
"10,72",211,278,513,237,899,2935,3562,3793,3803,3820,1825,785,0,CLOUD,0,CHL,Estados_Unidos,4
12,1773,878,881,892,1049,1248,1336,1129,1433,1864,984,786,0,SHADOW,0,CHL,Europa,5
1,342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,1
"1,2",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,1
"1,4",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,1
"1,6",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"1,8",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"1,8",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"1,8",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"1,9",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
2,342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
2,342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,1",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,2",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,2",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,2",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,3",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,4",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,4",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,5",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,8",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,9",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"2,9",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,2
"3,1",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,3
"3,1",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,3
"3,2",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,3
"3,3",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,3
"3,6",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,3
"5,2",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,4
"5,7",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,4
"6,5",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,4
"6,7",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,4
"8,45",435,602,842,600,1187,2180,2484,2587,2594,3136,1416,787,0,CLOUD,0,CHL,Estados_Unidos,4
"9,3",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,4
"10,1",342,514,589,572,696,806,872,911,946,1441,957,787,0,SHADOW,0,CHL,Estados_Unidos,4
13,202,215,256,378,619,792,946,1134,1180,1246,1269,791,0,SHADOW,0,CHL,Europa,5
"1,24",115,162,320,334,618,917,1060,1241,1306,1544,1423,792,0,SHADOW,0,CHL,Estados_Unidos,1
"30,79",249,335,573,273,969,3353,4128,4295,4405,4311,1894,795,0,CLOUD,0,CHL,Estados_Unidos,5
"33,3",445,701,938,836,922,774,773,777,709,805,799,795,0,SHADOW,0,CHL,Estados_Unidos,6
"52,8",308,504,613,561,795,1411,1718,1721,1767,2731,1260,797,0,CLOUD,0,CHL,Estados_Unidos,6
"0,1",375,336,534,438,554,690,777,803,854,1108,1170,805,0,SHADOW,0,CHL,GemStat,1
"1,2",401,441,605,594,982,1596,1803,1963,2115,1974,1301,806,0,CLOUD,0,CHL,GemStat,1
"1,2",367,552,663,691,759,751,725,715,754,316,872,810,0,SHADOW,0,CHL,ANA,1
"25,4",935,1014,1133,1074,1126,1027,1008,1051,983,957,912,810,0,SHADOW,0,CHL,Estados_Unidos,5
"5,6",903,1037,1121,1026,1036,937,922,912,885,915,878,812,0,SHADOW,0,CHL,Estados_Unidos,4
"22,5",620,916,1126,1135,1170,1170,1150,1202,1125,923,972,817,2048,SHADOW,0,CHL,Estados_Unidos,5
"23,3",620,916,1126,1135,1170,1170,1150,1202,1125,923,972,817,2048,SHADOW,0,CHL,Estados_Unidos,5
"0,46",465,630,712,733,760,816,842,803,822,635,846,818,0,SHADOW,0,CHL,ANA,1
"7,12",1032,984,1123,1007,1029,967,982,927,964,1051,930,823,0,SHADOW,0,CHL,Estados_Unidos,4
"2,9",338,341,602,381,1012,2651,3183,3172,3347,3230,1686,824,0,CLOUD,0,CHL,Estados_Unidos,2
"3,22",338,341,602,381,1012,2651,3183,3172,3347,3230,1686,824,0,CLOUD,0,CHL,Estados_Unidos,3
"0,42",265,365,561,457,997,2423,2838,3075,3169,3139,1520,826,0,CLOUD,0,CHL,Europa,1
"2,14",1142,926,940,756,804,772,799,849,778,1586,959,826,0,SHADOW,0,CHL,PMQs,2
"2,14",1142,926,940,756,804,772,799,849,778,1586,959,826,0,SHADOW,0,CHL,PMQs,2
"3,42",265,365,561,457,997,2423,2838,3075,3169,3139,1520,826,0,CLOUD,0,CHL,Europa,3
"4,25",265,365,561,457,997,2423,2838,3075,3169,3139,1520,826,0,CLOUD,0,CHL,Europa,3
"5,34",1142,926,940,756,804,772,799,849,778,1586,959,826,0,SHADOW,0,CHL,PMQs,4
"6,41",1142,926,940,756,804,772,799,849,778,1586,959,826,0,SHADOW,0,CHL,PMQs,4
"5,05",775,520,520,472,553,690,757,753,817,2125,927,828,0,SHADOW,0,CHL,Estados_Unidos,4
"6,69",775,520,520,472,553,690,757,753,817,2125,927,828,0,SHADOW,0,CHL,Estados_Unidos,4
"8,55",775,520,520,472,553,690,757,753,817,2125,927,828,0,SHADOW,0,CHL,Estados_Unidos,4
"3,69",759,663,933,586,1273,2137,2409,2136,2390,4675,1583,829,0,CLOUD,0,CHL,ANA,3
"38,7",552,778,910,834,965,1051,1209,1092,1260,2840,1077,832,0,SHADOW,0,CHL,Estados_Unidos,6
"39,740002",1071,1220,1381,1136,1290,1106,1120,1132,1085,1622,1033,834,0,SHADOW,0,CHL,ANA,6
"4,27",282,392,516,435,848,1596,1907,1937,2115,1443,1568,836,0,CLOUD,0,CHL,Estados_Unidos,3
"9,59",720,668,734,642,905,1354,1522,1473,1634,4848,1061,839,2048,SHADOW,0,CHL,ANA,4
"1,49",106,219,430,348,740,2072,2537,2778,2838,1852,1532,841,0,CLOUD,0,CHL,Europa,1
"38,8",249,524,607,701,790,881,950,1100,1016,490,1061,846,0,SHADOW,0,CHL,Estados_Unidos,6
"0,1",595,800,1582,910,2252,5794,6488,6459,6626,4892,1811,852,2048,CLOUD,0,CHL,GemStat,1
"3,7",117,182,386,279,745,2394,3124,3139,3373,3439,1798,857,0,CLOUD,0,CHL,Europa,3
"34,1",164,629,917,924,927,784,904,915,886,234,989,858,0,SHADOW,0,CHL,Estados_Unidos,6
"1,41",289,326,423,492,762,1326,1505,1462,1529,1521,1459,859,0,SHADOW,0,CHL,ANA,1
"6,58",1103,1129,1190,1097,1328,1766,1948,1857,1953,1083,1287,859,0,CLOUD,0,CHL,Estados_Unidos,4
"10,5",415,669,1035,1053,1158,896,1000,1041,974,740,1073,860,0,SHADOW,0,CHL,Estados_Unidos,4
"1,84",335,551,678,638,898,1493,1733,1734,1860,1245,1425,863,0,CLOUD,0,CHL,ANA,2
"1,21",228,255,465,417,897,1871,2177,2260,2395,2719,1636,872,0,CLOUD,0,CHL,Europa,1
"3,2",1319,1159,1286,1020,1158,1276,1382,1201,1406,6206,950,872,2048,SHADOW,0,CHL,PMQs,3
"4,27",1319,1159,1286,1020,1158,1276,1382,1201,1406,6206,950,872,2048,SHADOW,0,CHL,PMQs,3
"4,27",1319,1159,1286,1020,1158,1276,1382,1201,1406,6206,950,872,2048,SHADOW,0,CHL,PMQs,3
"4,27",228,255,465,417,897,1871,2177,2260,2395,2719,1636,872,0,CLOUD,0,CHL,Europa,3
"5,57",228,255,465,417,897,1871,2177,2260,2395,2719,1636,872,0,CLOUD,0,CHL,Europa,4
"7,298805",303,425,662,472,898,1859,2165,2261,2316,1890,1512,872,0,CLOUD,0,CHL,Estados_Unidos,4
"0,9",256,793,955,1003,1059,953,956,950,940,511,1082,877,0,SHADOW,0,CHL,Estados_Unidos,1
1,256,793,955,1003,1059,953,956,950,940,511,1082,877,0,SHADOW,0,CHL,Estados_Unidos,1
"0,1",193,270,427,413,783,1545,1918,2205,2265,1985,1457,878,0,CLOUD,0,CHL,GemStat,1
"1,922",7135,7207,7037,7005,6944,6716,6244,6580,5910,5531,793,878,1024,NADA,0,CHL,Europa,2
"27,3",462,445,565,632,821,993,1119,1270,1291,1670,1286,882,0,SHADOW,0,CHL,Estados_Unidos,5
"27,5",462,445,565,632,821,993,1119,1270,1291,1670,1286,882,0,SHADOW,0,CHL,Estados_Unidos,5
"2,9",1044,1215,1290,1126,1181,1154,1124,1223,1107,1152,1042,884,0,SHADOW,0,CHL,Estados_Unidos,2
"3,9",949,1313,1435,1236,1322,1174,1144,1287,1040,897,1010,885,0,CIRRUS,0,CHL,Estados_Unidos,3
"7,6",949,1313,1435,1236,1322,1174,1144,1287,1040,897,1010,885,0,CIRRUS,0,CHL,Estados_Unidos,4
"47,389999",1518,1607,1509,1112,1280,1320,1351,1886,1285,2309,1372,888,1024,SHADOW,0,CHL,ANA,6
"1,07",710,1136,1085,923,965,975,972,1216,931,1677,1043,889,2048,SHADOW,0,CHL,PMQs,1
"1,07",710,1136,1085,923,965,975,972,1216,931,1677,1043,889,2048,SHADOW,0,CHL,PMQs,1
"0,1",449,419,643,516,932,1635,1910,1999,2152,2182,1444,891,0,CLOUD,0,CHL,GemStat,1
"22,1",431,564,704,674,848,944,991,986,1054,1363,1126,892,2048,SHADOW,0,CHL,Estados_Unidos,5
12,1199,1155,1284,1120,1156,1043,1054,900,1021,1136,982,896,0,SHADOW,0,CHL,Estados_Unidos,5
"2,14",1422,1423,1549,1265,1428,1471,1509,1488,1504,6841,1023,897,2048,SHADOW,0,CHL,PMQs,2
"3,2",1422,1423,1549,1265,1428,1471,1509,1488,1504,6841,1023,897,2048,SHADOW,0,CHL,PMQs,3
"6,41",1422,1423,1549,1265,1428,1471,1509,1488,1504,6841,1023,897,2048,SHADOW,0,CHL,PMQs,4
"12,2",1027,1154,1379,1149,1182,1049,1030,971,1019,920,1008,897,0,CIRRUS,0,CHL,Estados_Unidos,5
"6,83",1027,1148,1461,1379,1467,1076,1109,894,1015,865,950,900,0,CIRRUS,0,CHL,Estados_Unidos,4
16,286,263,447,438,769,1509,1779,1830,2013,2102,1556,904,0,CLOUD,0,CHL,Cetesb,5
"50,4",845,826,1088,899,1395,2038,2201,1964,2235,2005,1260,905,0,CLOUD,0,CHL,Europa,6
"3,8",734,1118,1168,1026,1054,1046,1056,1141,1020,825,1029,907,0,SHADOW,0,CHL,Estados_Unidos,3
"24,564",896,667,853,632,1159,2813,3419,3623,3650,3006,1698,907,0,CLOUD,0,CHL,Estados_Unidos,5
"83,66",281,403,576,662,848,1244,1454,1496,1518,1777,1138,907,0,SHADOW,0,CHL,Estados_Unidos,6
"4,32",353,418,761,481,1165,2505,2926,2829,2996,3013,1628,912,0,CLOUD,0,CHL,ANA,3
"8,1",1420,652,602,612,679,730,775,573,808,1786,666,912,0,SHADOW,0,CHL,Europa,4
"0,37",327,214,374,424,646,852,964,1035,1011,3001,1233,913,0,SHADOW,0,CHL,Estados_Unidos,1
296,479,716,917,801,1230,2114,2466,2426,2535,2638,1374,916,0,CLOUD,0,CHL,Estados_Unidos,6
"1,59",871,841,882,861,977,1201,1267,1084,1216,1150,970,917,0,SHADOW,0,CHL,Estados_Unidos,2
"22,75",664,733,886,783,913,1058,1123,1082,1106,1699,1133,917,0,SHADOW,0,CHL,ANA,5
"98,4",522,795,929,999,1201,1250,1313,1280,1305,1395,1062,918,0,SHADOW,0,CHL,Estados_Unidos,6
"1,6",932,1603,1482,1250,1245,1128,1079,1456,972,942,1301,919,0,CIRRUS,0,CHL,Estados_Unidos,2
"5,6",932,1603,1482,1250,1245,1128,1079,1456,972,942,1301,919,0,CIRRUS,0,CHL,Estados_Unidos,4
9,559,613,809,916,1090,1221,1277,966,1312,987,1295,919,0,SHADOW,0,CHL,Estados_Unidos,4
9,559,613,809,916,1090,1221,1277,966,1312,987,1295,919,0,SHADOW,0,CHL,Estados_Unidos,4
13,932,1603,1482,1250,1245,1128,1079,1456,972,942,1301,919,0,CIRRUS,0,CHL,Estados_Unidos,5
"25,8",559,613,809,916,1090,1221,1277,966,1312,987,1295,919,0,SHADOW,0,CHL,Estados_Unidos,5
"0,1",1483,1701,1797,1335,1344,1322,1322,1777,1390,2634,985,924,2048,CLEAR,0,CHL,GemStat,1
"32,5",740,1034,1298,1167,1264,1215,1172,1274,1156,1336,1083,929,2048,SHADOW,0,CHL,Estados_Unidos,6
"35,6",740,1034,1298,1167,1264,1215,1172,1274,1156,1336,1083,929,2048,SHADOW,0,CHL,Estados_Unidos,6
"36,6",443,779,1016,1042,1020,939,1111,1019,952,444,1045,932,0,SHADOW,0,CHL,Estados_Unidos,6
"2,4",1246,796,813,689,818,801,875,540,974,1332,828,934,0,SHADOW,0,CHL,Canada,2
"2,9",1246,796,813,689,818,801,875,540,974,1332,828,934,0,SHADOW,0,CHL,Canada,2
"1,07",1986,1191,1577,1332,1540,1705,1820,975,1905,8826,993,935,2048,CIRRUS,0,CHL,PMQs,1
"7,92",1201,1427,1648,1616,1602,1288,1278,1327,1186,1050,1113,938,0,CIRRUS,0,CHL,Estados_Unidos,4
"42,9",254,451,734,464,1132,2879,3490,3491,3690,3948,1674,939,0,CLOUD,0,CHL,Estados_Unidos,6
"14,349",586,760,956,1025,1286,1513,1563,1461,1506,1658,1163,941,0,SHADOW,0,CHL,Estados_Unidos,5
"0,5",6609,6034,5815,5888,5930,6318,6112,6492,5974,6068,1014,943,0,NADA,0,CHL,Europa,1
"15,97",1138,867,864,864,913,864,901,868,938,2301,1084,944,2048,SHADOW,0,CHL,ANA,5
"7,4",471,718,960,1030,1132,939,1001,943,1029,577,1194,945,0,SHADOW,0,CHL,Estados_Unidos,4
"7,4",471,718,960,1030,1132,939,1001,943,1029,577,1194,945,0,SHADOW,0,CHL,Estados_Unidos,4
"15,8",471,718,960,1030,1132,939,1001,943,1029,577,1194,945,0,SHADOW,0,CHL,Estados_Unidos,5
"0,1",1958,1447,1258,1161,1314,1435,1506,1369,1549,3644,1005,948,2048,SHADOW,0,CHL,GemStat,1
"4,68",371,601,673,753,852,1013,1115,1241,1219,1306,1271,948,0,SHADOW,0,CHL,Estados_Unidos,3
10,585,575,805,781,1091,1572,1717,1746,1882,2014,1501,949,1024,CIRRUS,0,CHL,ANA,4
"13,7",309,432,658,444,985,2111,2769,2594,2794,2993,1632,949,0,CLOUD,0,CHL,Estados_Unidos,5
"2,8",731,830,805,779,863,910,912,1019,947,1592,1041,950,2048,SHADOW,0,CHL,Estados_Unidos,2
"54,4",1139,816,951,931,1159,1149,1251,752,1246,1947,1125,951,0,SHADOW,0,CHL,Estados_Unidos,6
13,579,672,916,686,772,723,777,822,853,1409,1156,953,0,SHADOW,0,CHL,Estados_Unidos,5
"7,73",236,337,459,558,740,790,896,996,1006,1322,1369,955,0,SHADOW,0,CHL,Estados_Unidos,4
"293,62",78,517,761,921,1194,1536,1805,1941,2011,1049,1325,960,0,CLOUD,0,CHL,Estados_Unidos,6
"2,14",1527,1517,1486,1188,1292,1335,1378,1432,1394,4934,1113,965,2048,SHADOW,0,CHL,PMQs,2
21,1168,1281,1290,1216,1289,1312,1406,1534,1443,1507,1273,965,2048,SHADOW,0,CHL,ANA,5
"15,04",773,857,1006,864,1267,1805,2003,1991,2082,2368,1452,969,0,CLOUD,0,CHL,Cetesb,5
"2,4",232,324,472,562,910,1144,1376,1582,1731,1483,1487,970,0,CLOUD,0,CHL,Europa,2
"8,2",1068,1100,1266,1117,1188,1117,1101,963,1099,1084,1069,974,0,SHADOW,0,CHL,Estados_Unidos,4
"13,3",391,578,789,730,966,1215,1353,1319,1370,1240,1319,974,0,SHADOW,0,CHL,Estados_Unidos,5
"1,31",477,451,565,449,805,1985,2419,1939,2512,3825,1465,982,0,CLOUD,0,CHL,Estados_Unidos,1
"1,97",477,451,565,449,805,1985,2419,1939,2512,3825,1465,982,0,CLOUD,0,CHL,Estados_Unidos,2
"5,74",311,322,572,365,993,2176,2441,2695,2641,2649,1684,983,0,CLOUD,0,CHL,Estados_Unidos,4
"1,6",583,714,803,736,827,1015,1093,1210,1224,1448,1278,986,0,SHADOW,0,CHL,Estados_Unidos,2
"3,11",1310,1322,1535,1345,1343,1223,1226,1102,1204,994,1103,987,0,CIRRUS,0,CHL,Estados_Unidos,3
"1,07",1550,1502,1560,1234,1287,1196,1229,1220,1239,4393,1118,991,2048,CLEAR,0,CHL,PMQs,1
"9,63",239,331,707,303,1161,3631,4299,4449,4486,4425,2147,991,0,CLOUD,0,CHL,Estados_Unidos,4
"10,89",239,331,707,303,1161,3631,4299,4449,4486,4425,2147,991,0,CLOUD,0,CHL,Estados_Unidos,4
"26,2",930,1276,1589,1326,1532,1444,1498,1332,1505,2490,1111,993,0,SHADOW,0,CHL,Estados_Unidos,5
"9,35",1169,1076,1421,1105,1323,1793,1876,1890,1702,3754,1516,994,0,CIRRUS,0,CHL,ANA,4
13,1477,1125,1288,1227,1357,1449,1590,1262,1654,3216,1326,995,0,SHADOW,0,CHL,Estados_Unidos,5
"46,86",1088,1183,1457,1251,1634,1279,1265,1122,1158,1083,1076,998,0,SHADOW,0,CHL,Estados_Unidos,6
"3,5",589,893,957,910,921,946,997,1038,1028,722,1140,999,0,SHADOW,0,CHL,Estados_Unidos,3
"8,4",589,893,957,910,921,946,997,1038,1028,722,1140,999,0,SHADOW,0,CHL,Estados_Unidos,4
"9,5",589,893,957,910,921,946,997,1038,1028,722,1140,999,0,SHADOW,0,CHL,Estados_Unidos,4
"6,41",1858,1550,1639,1481,1624,1619,1664,1537,1701,5267,1120,1000,2048,CIRRUS,0,CHL,PMQs,4
"7,48",1858,1550,1639,1481,1624,1619,1664,1537,1701,5267,1120,1000,2048,CIRRUS,0,CHL,PMQs,4
"8,54",1858,1550,1639,1481,1624,1619,1664,1537,1701,5267,1120,1000,2048,CIRRUS,0,CHL,PMQs,4
"8,54",1858,1550,1639,1481,1624,1619,1664,1537,1701,5267,1120,1000,2048,CIRRUS,0,CHL,PMQs,4
"2,67",546,684,932,576,1413,3579,4289,3944,4511,3360,1979,1002,0,CLOUD,0,CHL,ANA,2
"17,427",310,481,713,660,1095,2189,2550,2621,2750,1694,1669,1008,0,CLOUD,0,CHL,Estados_Unidos,5
106,476,697,825,805,1087,1479,1629,1731,1693,1795,1350,1010,0,CIRRUS,0,CHL,Estados_Unidos,6
112,476,697,825,805,1087,1479,1629,1731,1693,1795,1350,1010,0,CIRRUS,0,CHL,Estados_Unidos,6
"6,42",390,412,598,582,999,1738,2061,2130,2246,2338,1679,1015,0,CLOUD,0,CHL,Europa,4
"844,67",1091,1227,1585,1251,2102,2154,2250,1831,1747,1577,1080,1015,0,CIRRUS,0,CHL,Cetesb,6
"6,9",1268,1165,1223,1212,1245,1235,1247,1220,1192,1973,1253,1016,0,SHADOW,0,CHL,Europa,4
21,2004,1519,1310,1173,1262,1342,1437,1382,1488,2224,1111,1021,0,SHADOW,0,CHL,Europa,5
"5,1",463,603,825,764,893,862,958,899,1049,750,1331,1024,0,SHADOW,0,CHL,Estados_Unidos,4
"5,1",463,603,825,764,893,862,958,899,1049,750,1331,1024,0,SHADOW,0,CHL,Estados_Unidos,4
"15,9",463,603,825,764,893,862,958,899,1049,750,1331,1024,0,SHADOW,0,CHL,Estados_Unidos,5
"54,4",287,564,709,748,981,1328,1401,1477,1459,1433,1416,1027,0,SHADOW,0,CHL,Estados_Unidos,6
"57,4",287,564,709,748,981,1328,1401,1477,1459,1433,1416,1027,0,SHADOW,0,CHL,Estados_Unidos,6
"112,52",379,499,692,747,954,1317,1571,1590,1581,1915,1245,1027,0,SHADOW,0,CHL,Estados_Unidos,6
"1,69",506,583,604,639,799,921,1001,1076,1091,1547,1396,1028,0,SHADOW,0,CHL,Estados_Unidos,2
"34,3",376,451,643,515,1063,2319,2717,2876,2971,2656,1806,1029,0,CLOUD,0,CHL,Estados_Unidos,6
"4,720017",506,477,703,517,1085,2653,3055,3270,3432,3168,1931,1031,2048,CLOUD,0,CHL,Canada,3
"12,26",1386,1634,1568,1441,1530,1549,1544,1663,1527,2215,1053,1035,0,SHADOW,0,CHL,Cetesb,5
"13,2",404,704,876,858,1079,1433,1498,1572,1526,1492,1265,1036,0,SHADOW,0,CHL,Estados_Unidos,5
"13,7",404,704,876,858,1079,1433,1498,1572,1526,1492,1265,1036,0,SHADOW,0,CHL,Estados_Unidos,5
"10,67",190,225,454,359,870,1842,2052,2342,2380,2541,1920,1038,0,CLOUD,0,CHL,Estados_Unidos,4
"204,22",184,613,880,982,1245,1793,2031,2244,2144,1207,1398,1043,0,CLOUD,0,CHL,Estados_Unidos,6
"4,2",1162,1228,1275,1154,1288,1504,1613,1590,1629,2630,1247,1047,2048,SHADOW,0,CHL,Estados_Unidos,3
"84,5",598,581,847,630,1082,1554,1896,1872,1907,1895,1417,1048,0,CLOUD,0,CHL,Estados_Unidos,6
"4,4",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,3
"4,5",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,3
"4,5",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,3
"4,9",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,3
"4,9",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,3
"5,5",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,4
"6,06",1143,941,996,931,1136,1590,1828,1784,1967,2832,1469,1054,0,CLOUD,0,CHL,Estados_Unidos,4
"6,3",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,4
"9,8",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,4
10,1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,4
"10,4",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,4
"10,7",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,4
11,1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"11,4",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"11,4",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"12,1",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"12,1",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"12,2",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"12,3",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"12,3",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"12,6",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
14,1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"14,1",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"14,6",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"17,1",1066,1311,1444,1323,1379,1212,1222,1235,1177,1098,1144,1054,0,SHADOW,0,CHL,Estados_Unidos,5
"1,5",1368,1559,1788,1760,1700,1427,1431,1463,1367,1249,1217,1059,0,CIRRUS,0,CHL,Estados_Unidos,1
14,353,361,482,528,787,1011,1107,1241,1312,1599,1595,1061,0,SHADOW,0,CHL,Europa,5
"1,07",2007,2019,1960,1732,1915,1881,1899,1945,1861,7713,1103,1063,2048,CIRRUS,0,CHL,PMQs,1
"1,07",2007,2019,1960,1732,1915,1881,1899,1945,1861,7713,1103,1063,2048,CIRRUS,0,CHL,PMQs,1
"2,14",2007,2019,1960,1732,1915,1881,1899,1945,1861,7713,1103,1063,2048,CIRRUS,0,CHL,PMQs,2
"20,950001",2084,2044,1980,1758,2041,2350,2402,2571,2418,9080,1261,1064,2048,CIRRUS,0,CHL,ANA,5
"4,5",272,340,447,561,801,1051,1207,1415,1452,1442,1686,1065,0,SHADOW,0,CHL,Europa,3
"8,1",1274,1255,1405,1268,1320,1228,1247,1081,1244,1213,1184,1065,0,SHADOW,0,CHL,Estados_Unidos,4
"2,03",570,633,695,692,955,1205,1302,1362,1469,2223,1418,1066,2048,SHADOW,0,CHL,Estados_Unidos,2
"10,296",445,766,995,931,1227,2046,2326,2329,2426,1518,1376,1066,0,CLOUD,0,CHL,Estados_Unidos,4
"11,5",1304,1625,1811,1741,1763,1431,1389,1516,1309,1109,1287,1067,0,CIRRUS,0,CHL,Estados_Unidos,5
"13,9",397,568,875,623,1284,2337,2642,2665,2743,2503,1753,1068,0,CLOUD,0,CHL,Estados_Unidos,5
"3,6",1028,1322,1397,1265,1285,1205,1216,1271,1205,1124,1211,1070,0,SHADOW,0,CHL,Estados_Unidos,3
