BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,VALUE,CLASSE
0.024800000000000003,0.0126,0.028900000000000002,0.013600000000000001,0.0198,0.0091,0.0085,0.0149,0.0063,0.0752,0.0128,0.0117,7.705,0
0.012,0.0196,0.0275,0.0131,0.014400000000000001,0.0092,0.0123,0.010400000000000001,0.0083,0.008,0.0064,0.0054,3.1,0
0.0194,0.0196,0.0298,0.0179,0.0183,0.0109,0.012100000000000001,0.010400000000000001,0.0118,0.0247,0.0123,0.008400000000000001,3.9,0
0.0625,0.0713,0.0852,0.0702,0.08950000000000001,0.045000000000000005,0.0461,0.035300000000000005,0.027800000000000002,0.0165,0.0089,0.0076,25.0,0
0.0952,0.136,0.1826,0.129,0.10650000000000001,0.0341,0.0334,0.0269,0.0167,0.0034000000000000002,0.0038,0.0029000000000000002,78.7,1
0.09530000000000001,0.13920000000000002,0.1892,0.1272,0.10310000000000001,0.030600000000000002,0.027700000000000002,0.0222,0.0126,0.001,0.0031000000000000003,0.0029000000000000002,52.4,1
0.0952,0.136,0.1826,0.129,0.10650000000000001,0.0341,0.0334,0.0269,0.0167,0.0034000000000000002,0.0038,0.0029000000000000002,40.0,1
0.0743,0.11520000000000001,0.1622,0.1148,0.0985,0.0291,0.0285,0.020300000000000002,0.0132,0.0007,0.0012000000000000001,0.0024000000000000002,23.0,0
0.0944,0.14120000000000002,0.18860000000000002,0.12660000000000002,0.10590000000000001,0.029,0.029,0.0223,0.011300000000000001,0.0014,0.002,0.0023,59.2,1
0.09530000000000001,0.13920000000000002,0.1892,0.1272,0.10310000000000001,0.030600000000000002,0.027700000000000002,0.0222,0.0126,0.001,0.0031000000000000003,0.0029000000000000002,27.9,1
0.0952,0.136,0.1826,0.129,0.10650000000000001,0.0341,0.0334,0.0269,0.0167,0.0034000000000000002,0.0038,0.0029000000000000002,96.4,1
0.0944,0.14120000000000002,0.18860000000000002,0.12660000000000002,0.10590000000000001,0.029,0.029,0.0223,0.011300000000000001,0.0014,0.002,0.0023,22.2,0
0.08700000000000001,0.1306,0.1782,0.1206,0.0993,0.0269,0.026600000000000002,0.0199,0.0123,0.0007,0.0009000000000000001,0.0016,50.3,1
0.06720000000000001,0.10700000000000001,0.162,0.10640000000000001,0.0993,0.029300000000000003,0.029900000000000003,0.0241,0.0155,0.0031000000000000003,0.0028,0.003,29.9,1
0.0952,0.136,0.1826,0.129,0.10650000000000001,0.0341,0.0334,0.0269,0.0167,0.0034000000000000002,0.0038,0.0029000000000000002,37.6,1
0.06720000000000001,0.10700000000000001,0.162,0.10640000000000001,0.0993,0.029300000000000003,0.029900000000000003,0.0241,0.0155,0.0031000000000000003,0.0028,0.003,63.6,1
0.08700000000000001,0.1306,0.1782,0.1206,0.0993,0.0269,0.026600000000000002,0.0199,0.0123,0.0007,0.0009000000000000001,0.0016,29.3,1
0.08070000000000001,0.11960000000000001,0.1642,0.1216,0.0994,0.029400000000000003,0.0292,0.0219,0.0131,0.0016,0.0021000000000000003,0.0021000000000000003,46.9,1
0.0743,0.11520000000000001,0.1622,0.1148,0.0985,0.0291,0.0285,0.020300000000000002,0.0132,0.0007,0.0012000000000000001,0.0024000000000000002,51.7,1
0.0897,0.13340000000000002,0.1812,0.1236,0.0994,0.0296,0.0274,0.021500000000000002,0.011600000000000001,0.0008,0.0021000000000000003,0.0028,57.9,1
0.035,0.0658,0.11720000000000001,0.0869,0.0947,0.0313,0.0298,0.0235,0.0142,0.0004,0.0021000000000000003,0.0024000000000000002,33.3,1
0.0682,0.1102,0.1718,0.13,0.13870000000000002,0.054200000000000005,0.052500000000000005,0.041100000000000005,0.0257,0.0019,0.0022,0.0019,61.7,1
0.035,0.0658,0.11720000000000001,0.0869,0.0947,0.0313,0.0298,0.0235,0.0142,0.0004,0.0021000000000000003,0.0024000000000000002,61.9,1
0.08070000000000001,0.11960000000000001,0.1642,0.1216,0.0994,0.029400000000000003,0.0292,0.0219,0.0131,0.0016,0.0021000000000000003,0.0021000000000000003,27.8,1
0.0897,0.13340000000000002,0.1812,0.1236,0.0994,0.0296,0.0274,0.021500000000000002,0.011600000000000001,0.0008,0.0021000000000000003,0.0028,28.3,1
0.0001,0.0032,0.020200000000000003,0.0054,0.0037,0.0001,0.0001,0.0001,0.0001,0.0001,0.0047,0.005,7.65,0
0.0446,0.0444,0.0427,0.0275,0.033600000000000005,0.0351,0.0385,0.0287,0.031100000000000003,0.036500000000000005,0.011000000000000001,0.0099,3.07,0
0.0356,0.0393,0.056900000000000006,0.0211,0.020200000000000003,0.013800000000000002,0.013600000000000001,0.0102,0.0071,0.0053,0.005200000000000001,0.0033,1.9,0
0.0333,0.0329,0.0478,0.016800000000000002,0.0171,0.014,0.0142,0.0103,0.010400000000000001,0.0015,0.003,0.002,1.6,0
0.030100000000000002,0.0309,0.0437,0.0159,0.016900000000000002,0.0118,0.010700000000000001,0.007200000000000001,0.0081,0.1781,0.0037,0.0017000000000000001,1.6,0
0.029900000000000003,0.0304,0.046,0.017400000000000002,0.016800000000000002,0.0119,0.0109,0.0077,0.0077,0.003,0.0053,0.0034000000000000002,1.8,0
0.031,0.029900000000000003,0.048400000000000006,0.016800000000000002,0.015700000000000002,0.0108,0.0105,0.007200000000000001,0.0066,0.00030000000000000003,0.0031000000000000003,0.0022,2.1,0
0.031100000000000003,0.0347,0.0472,0.016,0.015700000000000002,0.0114,0.0123,0.0086,0.0097,0.0043,0.007,0.0055000000000000005,1.3,0
0.048100000000000004,0.0509,0.049100000000000005,0.0476,0.054400000000000004,0.0425,0.0456,0.04,0.0366,0.0261,0.0238,0.021400000000000002,19.2,0
0.0335,0.0313,0.027700000000000002,0.0258,0.029500000000000002,0.027,0.028800000000000003,0.0256,0.0262,0.034300000000000004,0.0189,0.0167,19.7,0
0.0383,0.044500000000000005,0.042300000000000004,0.039400000000000004,0.0472,0.0386,0.0391,0.0363,0.0323,0.0223,0.0256,0.022500000000000003,14.8,0
0.060700000000000004,0.06760000000000001,0.07060000000000001,0.0756,0.0821,0.07,0.0734,0.0651,0.06430000000000001,0.0342,0.036000000000000004,0.034,110.0,1
0.042100000000000005,0.0512,0.0521,0.053700000000000005,0.060500000000000005,0.048600000000000004,0.0504,0.046400000000000004,0.0412,0.033800000000000004,0.0281,0.027100000000000003,36.0,1
0.0606,0.0669,0.0687,0.07050000000000001,0.0751,0.0597,0.0635,0.054900000000000004,0.054200000000000005,0.0318,0.0368,0.0324,35.4,1
0.0001,0.0082,0.019,0.0076,0.0089,0.006,0.0057,0.0053,0.0036000000000000003,0.0048000000000000004,0.0063,0.0076,1.23,0
0.0001,0.0082,0.019,0.0076,0.0089,0.006,0.0057,0.0053,0.0036000000000000003,0.0048000000000000004,0.0063,0.0076,1.44,0
0.0108,0.0158,0.0245,0.0211,0.029900000000000003,0.0171,0.0183,0.013800000000000002,0.016300000000000002,0.0074,0.0149,0.013900000000000001,7.0,0
0.0001,0.0082,0.019,0.0076,0.0089,0.006,0.0057,0.0053,0.0036000000000000003,0.0048000000000000004,0.0063,0.0076,1.16,0
0.009600000000000001,0.0129,0.0048000000000000004,0.0047,0.005,0.0015,0.0028,0.0008,0.0016,0.0023,0.007200000000000001,0.0038,0.5,0
0.0158,0.0161,0.014100000000000001,0.0155,0.0146,0.0079,0.0117,0.0066,0.0076,0.0172,0.010700000000000001,0.0083,3.5,0
0.0158,0.0161,0.014100000000000001,0.0155,0.0146,0.0079,0.0117,0.0066,0.0076,0.0172,0.010700000000000001,0.0083,3.6,0
0.0083,0.0095,0.006,0.005200000000000001,0.0051,0.0018000000000000002,0.0034000000000000002,0.0016,0.0006000000000000001,0.0001,0.0067,0.0063,1.2,0
0.0175,0.019200000000000002,0.0189,0.0165,0.015000000000000001,0.0091,0.010400000000000001,0.0074,0.007500000000000001,0.0005,0.010400000000000001,0.0085,4.0,0
0.0175,0.019200000000000002,0.0189,0.0165,0.015000000000000001,0.0091,0.010400000000000001,0.0074,0.007500000000000001,0.0005,0.010400000000000001,0.0085,3.8,0
